Card Name,Card URL,Image URL,Description,Rarity Symbols
Voltorb,https://pocket.limitlesstcg.com/cards/A2/54,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_054_EN.webp,"It rolls to move. If the ground is uneven, a sudden jolt from hitting a bump can cause it to explode.",#54 · ◊
Electrode,https://pocket.limitlesstcg.com/cards/A2/55,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_055_EN.webp,"The more energy it charges up, the faster it gets. But this also makes it more likely to explode.",#55 · ◊◊
Electabuzz,https://pocket.limitlesstcg.com/cards/A2/56,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_056_EN.webp,Many power plants keep Ground-type Pokémon around as a defense against Electabuzz that come seeking electricity.,#56 · ◊
Electivire,https://pocket.limitlesstcg.com/cards/A2/57,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_057_EN.webp,The amount of electrical energy this Pokémon produces is proportional to the rate of its pulse. The voltage jumps while Electivire is battling.,#57 · ◊◊◊
Shinx,https://pocket.limitlesstcg.com/cards/A2/58,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_058_EN.webp,The extension and contraction of its muscles generates electricity. It glows when in trouble.,#58 · ◊
Luxio,https://pocket.limitlesstcg.com/cards/A2/59,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_059_EN.webp,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,#59 · ◊◊
Luxray,https://pocket.limitlesstcg.com/cards/A2/60,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_060_EN.webp,It can see clearly through walls to track down its prey and seek its lost young.,#60 · ◊◊◊
Pachirisu ex,https://pocket.limitlesstcg.com/cards/A2/61,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_061_EN.webp,No Description,#61 · ◊◊◊◊
Rotom,https://pocket.limitlesstcg.com/cards/A2/62,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_062_EN.webp,Its electricity-like body can enter some kinds of machines and take control in order to make mischief.,#62 · ◊
Togepi,https://pocket.limitlesstcg.com/cards/A2/63,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_063_EN.webp,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,#63 · ◊
Togetic,https://pocket.limitlesstcg.com/cards/A2/64,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_064_EN.webp,"They say that it will appear before kindhearted, caring people and shower them with happiness.",#64 · ◊◊
Togekiss,https://pocket.limitlesstcg.com/cards/A2/65,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_065_EN.webp,"These Pokémon are never seen anywhere near conflict or turmoil. In recent times, they’ve hardly been seen at all.",#65 · ◊◊◊
Misdreavus,https://pocket.limitlesstcg.com/cards/A2/66,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_066_EN.webp,This Pokémon startles people in the middle of the night. It gathers fear as its energy.,#66 · ◊
Mismagius ex,https://pocket.limitlesstcg.com/cards/A2/67,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_067_EN.webp,No Description,#67 · ◊◊◊◊
Ralts,https://pocket.limitlesstcg.com/cards/A2/68,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_068_EN.webp,The horns on its head provide a strong power that enables it to sense people’s emotions.,#68 · ◊
Kirlia,https://pocket.limitlesstcg.com/cards/A2/69,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_069_EN.webp,It has a psychic power that enables it to distort the space around it and see into the future.,#69 · ◊
Duskull,https://pocket.limitlesstcg.com/cards/A2/70,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_070_EN.webp,"If it finds bad children who won’t listen to their parents, it will spirit them away—or so it’s said.",#70 · ◊
Dusclops,https://pocket.limitlesstcg.com/cards/A2/71,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_071_EN.webp,It seeks drifting will-o’-the-wisps and sucks them into its empty body. What happens inside is a mystery.,#71 · ◊◊
Dusknoir,https://pocket.limitlesstcg.com/cards/A2/72,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_072_EN.webp,"At the bidding of transmissions from the spirit world, it steals people and Pokémon away. No one knows whether it has a will of its own.",#72 · ◊◊◊
Drifloon,https://pocket.limitlesstcg.com/cards/A2/73,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_073_EN.webp,It is whispered that any child who mistakes Drifloon for a balloon and holds on to it could wind up missing.,#73 · ◊
Drifblim,https://pocket.limitlesstcg.com/cards/A2/74,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_074_EN.webp,"Some say this Pokémon is a collection of souls burdened with regrets, silently drifting through the dusk.",#74 · ◊◊
Uxie,https://pocket.limitlesstcg.com/cards/A2/75,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_075_EN.webp,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.,#75 · ◊◊
Mesprit,https://pocket.limitlesstcg.com/cards/A2/76,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_076_EN.webp,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.",#76 · ◊◊◊
Azelf,https://pocket.limitlesstcg.com/cards/A2/77,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_077_EN.webp,Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.,#77 · ◊◊
Giratina,https://pocket.limitlesstcg.com/cards/A2/78,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_078_EN.webp,"This Pokémon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange.",#78 · ◊◊◊
Cresselia,https://pocket.limitlesstcg.com/cards/A2/79,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_079_EN.webp,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,#79 · ◊◊◊
Rhyhorn,https://pocket.limitlesstcg.com/cards/A2/80,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_080_EN.webp,"Strong, but not too bright, this Pokémon can shatter even a skyscraper with its charging tackles.",#80 · ◊
Rhydon,https://pocket.limitlesstcg.com/cards/A2/81,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_081_EN.webp,It begins walking on its hind legs after evolution. It can punch holes through boulders with its horn.,#81 · ◊◊
Rhyperior,https://pocket.limitlesstcg.com/cards/A2/82,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_082_EN.webp,It can load up to three projectiles per arm into the holes in its hands. What launches out of those holes could be either rocks or Roggenrola.,#82 · ◊◊◊
Gligar,https://pocket.limitlesstcg.com/cards/A2/83,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_083_EN.webp,"It usually clings to cliffs. When it spots its prey, it spreads its wings and glides down to attack.",#83 · ◊
Gliscor,https://pocket.limitlesstcg.com/cards/A2/84,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_084_EN.webp,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!",#84 · ◊◊
Hitmontop,https://pocket.limitlesstcg.com/cards/A2/85,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_085_EN.webp,"It launches kicks while spinning. If it spins at high speed, it may bore its way into the ground.",#85 · ◊
Nosepass,https://pocket.limitlesstcg.com/cards/A2/86,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_086_EN.webp,"It moves less than an inch a year, but when it’s in a jam, it will spin and drill down into the ground in a split second.",#86 · ◊
Regirock,https://pocket.limitlesstcg.com/cards/A2/87,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_087_EN.webp,"Every bit of Regirock’s body is made of stone. As parts of its body erode, this Pokémon sticks rocks to itself to repair what’s been lost.",#87 · ◊◊
Cranidos,https://pocket.limitlesstcg.com/cards/A2/88,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_088_EN.webp,"A primeval Pokémon, it possesses a hard and sturdy skull, lacking any intelligence within.",#88 · ◊◊
Rampardos,https://pocket.limitlesstcg.com/cards/A2/89,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_089_EN.webp,"In ancient times, people would dig up fossils of this Pokémon and use its skull, which is harder than steel, to make helmets.",#89 · ◊◊◊
Wormadam,https://pocket.limitlesstcg.com/cards/A2/90,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_090_EN.webp,Its appearance changes depending on where it evolved. The materials on hand become a part of its body.,#90 · ◊
Riolu,https://pocket.limitlesstcg.com/cards/A2/91,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_091_EN.webp,They communicate with one another using their auras. They are able to run all through the night.,#91 · ◊
Lucario,https://pocket.limitlesstcg.com/cards/A2/92,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_092_EN.webp,"It’s said that no foe can remain invisible to Lucario, since it can detect auras—even those of foes it could not otherwise see.",#92 · ◊◊◊
Hippopotas,https://pocket.limitlesstcg.com/cards/A2/93,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_093_EN.webp,"It shuts its nostrils tight, then travels through sand as if walking. They form colonies of around 10.",#93 · ◊
Hippowdon,https://pocket.limitlesstcg.com/cards/A2/94,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_094_EN.webp,It is surprisingly quick to anger. It holds its mouth agape as a display of its strength.,#94 · ◊◊
Gallade ex,https://pocket.limitlesstcg.com/cards/A2/95,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_095_EN.webp,No Description,#95 · ◊◊◊◊
Murkrow,https://pocket.limitlesstcg.com/cards/A2/96,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_096_EN.webp,"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night.",#96 · ◊
Honchkrow,https://pocket.limitlesstcg.com/cards/A2/97,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_097_EN.webp,It is merciless by nature. It is said that it never forgives the mistakes of its Murkrow followers.,#97 · ◊◊
Sneasel,https://pocket.limitlesstcg.com/cards/A2/98,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_098_EN.webp,"This cunning Pokémon hides under the cover of darkness, waiting to attack its prey.",#98 · ◊
Weavile ex,https://pocket.limitlesstcg.com/cards/A2/99,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_099_EN.webp,No Description,#99 · ◊◊◊◊
Poochyena,https://pocket.limitlesstcg.com/cards/A2/100,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_100_EN.webp,"A Pokémon with a persistent nature, it chases its chosen prey until the prey becomes exhausted.",#100 · ◊
Mightyena,https://pocket.limitlesstcg.com/cards/A2/101,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_101_EN.webp,It will always obey the commands of a skilled Trainer. Its behavior arises from its living in packs in ancient times.,#101 · ◊◊
Stunky,https://pocket.limitlesstcg.com/cards/A2/102,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_102_EN.webp,"It sprays a foul fluid from its rear. Its stench spreads over a mile radius, driving Pokémon away.",#102 · ◊
Skuntank,https://pocket.limitlesstcg.com/cards/A2/103,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_103_EN.webp,It attacks by spraying a horribly smelly fluid from the tip of its tail. Attacks from above confound it.,#103 · ◊◊
Spiritomb,https://pocket.limitlesstcg.com/cards/A2/104,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_104_EN.webp,Its constant mischief and misdeeds resulted in it being bound to an Odd Keystone by a mysterious spell.,#104 · ◊◊
Skorupi,https://pocket.limitlesstcg.com/cards/A2/105,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_105_EN.webp,"After burrowing into the sand, it waits patiently for prey to come near. This Pokémon and Sizzlipede share common descent.",#105 · ◊
Drapion,https://pocket.limitlesstcg.com/cards/A2/106,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_106_EN.webp,"Its poison is potent, but it rarely sees use. This Pokémon prefers to use physical force instead, going on rampages with its car-crushing strength.",#106 · ◊◊
Croagunk,https://pocket.limitlesstcg.com/cards/A2/107,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_107_EN.webp,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",#107 · ◊
Toxicroak,https://pocket.limitlesstcg.com/cards/A2/108,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_108_EN.webp,"Swaying and dodging the attacks of its foes, it weaves its flexible body in close, then lunges out with its poisonous claws.",#108 · ◊◊
Darkrai,https://pocket.limitlesstcg.com/cards/A2/109,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_109_EN.webp,"It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers.",#109 · ◊◊◊
Darkrai ex,https://pocket.limitlesstcg.com/cards/A2/110,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_110_EN.webp,No Description,#110 · ◊◊◊◊
Skarmory,https://pocket.limitlesstcg.com/cards/A2/111,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_111_EN.webp,"People fashion swords from Skarmory’s shed feathers, so this Pokémon is a popular element in heraldic designs.",#111 · ◊◊
Registeel,https://pocket.limitlesstcg.com/cards/A2/112,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_112_EN.webp,Registeel’s body is made of a strange material that is flexible enough to stretch and shrink but also more durable than any metal.,#112 · ◊◊
Shieldon,https://pocket.limitlesstcg.com/cards/A2/113,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_113_EN.webp,"A mild-mannered, herbivorous Pokémon, it used its face to dig up tree roots to eat. The skin on its face was plenty tough.",#113 · ◊◊
Bastiodon,https://pocket.limitlesstcg.com/cards/A2/114,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_114_EN.webp,"The bones of its face are huge and hard, so they were mistaken for its spine until after this Pokémon was successfully restored.",#114 · ◊◊◊
Wormadam,https://pocket.limitlesstcg.com/cards/A2/115,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_115_EN.webp,Its appearance changes depending on where it evolved. The materials on hand become a part of its body.,#115 · ◊
Bronzor,https://pocket.limitlesstcg.com/cards/A2/116,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_116_EN.webp,Ancient people believed that the pattern on Bronzor’s back contained a mysterious power.,#116 · ◊
Bronzong,https://pocket.limitlesstcg.com/cards/A2/117,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_117_EN.webp,"In ages past, this Pokémon was revered as a bringer of rain. It was found buried in the ground.",#117 · ◊◊
Probopass,https://pocket.limitlesstcg.com/cards/A2/118,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_118_EN.webp,"Although it can control its units known as Mini-Noses, they sometimes get lost and don’t come back.",#118 · ◊◊
Dialga ex,https://pocket.limitlesstcg.com/cards/A2/119,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_119_EN.webp,No Description,#119 · ◊◊◊◊
Heatran,https://pocket.limitlesstcg.com/cards/A2/120,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_120_EN.webp,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.,#120 · ◊◊◊
Gible,https://pocket.limitlesstcg.com/cards/A2/121,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_121_EN.webp,"It skulks in caves, and when prey or an enemy passes by, it leaps out and chomps them. The force of its attack sometimes chips its teeth.",#121 · ◊
Gabite,https://pocket.limitlesstcg.com/cards/A2/122,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_122_EN.webp,"In rare cases, it molts and sheds its scales. Medicine containing its scales as an ingredient will make a weary body feel invigorated.",#122 · ◊◊
Garchomp,https://pocket.limitlesstcg.com/cards/A2/123,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_123_EN.webp,"It is said that when one runs at high speed, its wings create blades of wind that can fell nearby trees.",#123 · ◊◊◊
Lickitung,https://pocket.limitlesstcg.com/cards/A2/124,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_124_EN.webp,"If this Pokémon’s sticky saliva gets on you and you don’t clean it off, an intense itch will set in. The itch won’t go away, either.",#124 · ◊
Lickilicky ex,https://pocket.limitlesstcg.com/cards/A2/125,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_125_EN.webp,No Description,#125 · ◊◊◊◊
Eevee,https://pocket.limitlesstcg.com/cards/A2/126,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_126_EN.webp,Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.,#126 · ◊
Porygon,https://pocket.limitlesstcg.com/cards/A2/127,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_127_EN.webp,State-of-the-art technology was used to create Porygon. It was the first artificial Pokémon to be created via computer programming.,#127 · ◊
Porygon2,https://pocket.limitlesstcg.com/cards/A2/128,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_128_EN.webp,This is a Porygon that was updated with special data. Porygon2 develops itself by learning about many different subjects all on its own.,#128 · ◊◊
Porygon-Z,https://pocket.limitlesstcg.com/cards/A2/129,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_129_EN.webp,"Porygon-Z had a program installed to allow it to move between dimensions, but the program also caused instability in Porygon-Z’s behavior.",#129 · ◊◊◊
Aipom,https://pocket.limitlesstcg.com/cards/A2/130,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_130_EN.webp,"As it did more and more with its tail, its hands became clumsy. It makes its nest high in the treetops.",#130 · ◊
Ambipom,https://pocket.limitlesstcg.com/cards/A2/131,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_131_EN.webp,"It uses its tails for everything. If it wraps both of its tails around you and gives you a squeeze, that’s proof it really likes you.",#131 · ◊
Starly,https://pocket.limitlesstcg.com/cards/A2/132,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_132_EN.webp,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",#132 · ◊
Staravia,https://pocket.limitlesstcg.com/cards/A2/133,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_133_EN.webp,"Recognizing their own weakness, they always live in a group. When alone, a Staravia cries noisily.",#133 · ◊
Staraptor,https://pocket.limitlesstcg.com/cards/A2/134,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_134_EN.webp,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",#134 · ◊◊
Bidoof,https://pocket.limitlesstcg.com/cards/A2/135,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_135_EN.webp,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",#135 · ◊
Bibarel,https://pocket.limitlesstcg.com/cards/A2/136,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_136_EN.webp,It busily makes its nest with stacks of branches and roots it has cut up with its sharp incisors.,#136 · ◊
Buneary,https://pocket.limitlesstcg.com/cards/A2/137,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_137_EN.webp,"If both of Buneary’s ears are rolled up, something is wrong with its body or mind. It’s a sure sign the Pokémon is in need of care.",#137 · ◊
Lopunny,https://pocket.limitlesstcg.com/cards/A2/138,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_138_EN.webp,"Lopunny is constantly monitoring its surroundings. If danger approaches, this Pokémon responds with superdestructive kicks.",#138 · ◊
Glameow,https://pocket.limitlesstcg.com/cards/A2/139,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_139_EN.webp,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.,#139 · ◊
Purugly,https://pocket.limitlesstcg.com/cards/A2/140,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_140_EN.webp,It would claim another Pokémon’s nest as its own if it finds a nest sufficiently comfortable.,#140 · ◊◊
Chatot,https://pocket.limitlesstcg.com/cards/A2/141,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_141_EN.webp,It mimics the cries of other Pokémon to trick them into thinking it’s one of them. This way they won’t attack it.,#141 · ◊
Fan Rotom,https://pocket.limitlesstcg.com/cards/A2/142,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_142_EN.webp,This Rotom has entered an electric fan. It smirks with satisfaction over a prank well pulled after it blows away everything around it.,#142 · ◊
Regigigas,https://pocket.limitlesstcg.com/cards/A2/143,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_143_EN.webp,"It is said to have made Pokémon that look like itself from a special ice mountain, rocks, and magma.",#143 · ◊◊◊
Skull Fossil,https://pocket.limitlesstcg.com/cards/A2/144,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_144_EN.webp,No Description,#144 · ◊
Armor Fossil,https://pocket.limitlesstcg.com/cards/A2/145,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_145_EN.webp,No Description,#145 · ◊
Pokémon Communication,https://pocket.limitlesstcg.com/cards/A2/146,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_146_EN.webp,No Description,#146 · ◊◊
Giant Cape,https://pocket.limitlesstcg.com/cards/A2/147,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_147_EN.webp,No Description,#147 · ◊◊
Rocky Helmet,https://pocket.limitlesstcg.com/cards/A2/148,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_148_EN.webp,No Description,#148 · ◊◊
Lum Berry,https://pocket.limitlesstcg.com/cards/A2/149,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_149_EN.webp,No Description,#149 · ◊◊
Cyrus,https://pocket.limitlesstcg.com/cards/A2/150,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_150_EN.webp,No Description,#150 · ◊◊
Team Galactic Grunt,https://pocket.limitlesstcg.com/cards/A2/151,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_151_EN.webp,No Description,#151 · ◊◊
Cynthia,https://pocket.limitlesstcg.com/cards/A2/152,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_152_EN.webp,No Description,#152 · ◊◊
Volkner,https://pocket.limitlesstcg.com/cards/A2/153,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_153_EN.webp,No Description,#153 · ◊◊
Dawn,https://pocket.limitlesstcg.com/cards/A2/154,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_154_EN.webp,No Description,#154 · ◊◊
Mars,https://pocket.limitlesstcg.com/cards/A2/155,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_155_EN.webp,No Description,#155 · ◊◊
Tangrowth,https://pocket.limitlesstcg.com/cards/A2/156,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_156_EN.webp,"Tangrowth has two arms that it can extend as it pleases. Recent research has shown that these arms are, in fact, bundles of vines.",#156 · ☆
Combee,https://pocket.limitlesstcg.com/cards/A2/157,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_157_EN.webp,"At night, Combee sleep in a group of about a hundred, packed closely together in a lump.",#157 · ☆
Carnivine,https://pocket.limitlesstcg.com/cards/A2/158,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_158_EN.webp,"It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey.",#158 · ☆
Shaymin,https://pocket.limitlesstcg.com/cards/A2/159,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_159_EN.webp,It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.,#159 · ☆
Mamoswine,https://pocket.limitlesstcg.com/cards/A2/160,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_160_EN.webp,"This Pokémon can be spotted in wall paintings from as far back as 10,000 years ago. For a while, it was thought to have gone extinct.",#160 · ☆
Gastrodon,https://pocket.limitlesstcg.com/cards/A2/161,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_161_EN.webp,"They normally inhabit rocky seashores, but in times of continuous rain, they can sometimes be found in the mountains, far from the sea.",#161 · ☆
Manaphy,https://pocket.limitlesstcg.com/cards/A2/162,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_162_EN.webp,It is born with a wondrous power that lets it bond with any kind of Pokémon.,#162 · ☆
Shinx,https://pocket.limitlesstcg.com/cards/A2/163,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_163_EN.webp,The extension and contraction of its muscles generates electricity. It glows when in trouble.,#163 · ☆
Rotom,https://pocket.limitlesstcg.com/cards/A2/164,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_164_EN.webp,Its electricity-like body can enter some kinds of machines and take control in order to make mischief.,#164 · ☆
Drifloon,https://pocket.limitlesstcg.com/cards/A2/165,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_165_EN.webp,It is whispered that any child who mistakes Drifloon for a balloon and holds on to it could wind up missing.,#165 · ☆
Mesprit,https://pocket.limitlesstcg.com/cards/A2/166,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_166_EN.webp,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.",#166 · ☆
Giratina,https://pocket.limitlesstcg.com/cards/A2/167,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_167_EN.webp,"This Pokémon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange.",#167 · ☆
Cresselia,https://pocket.limitlesstcg.com/cards/A2/168,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_168_EN.webp,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,#168 · ☆
